station,state,latitude,longitude,elevation,month,minimum temperature (F),maximum temperature (F),average temperature (F),average daily wind speed (miles per hour),direction of fastest 5 second wind (degrees),fastest 5 second wind speed (miles per hour),snowfall (inch),snow depth (inch),precipitation (inch)
HARRISON BOONE CO AP,AR,36.2667,-93.1567,418.8,January,15.26,27.14,24.62,7.82929,350,21.027236,0.1181103,0,0
GAGE AP,OK,36.2967,-99.7689,667.8,January,22.1,37.94,32.54,14.54011,350,31.988242,0,0,0
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,January,30.2,44.06,36.32,5.59235,350,19.01399,0,0,0
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,January,31.1,46.94,39.02,10.289924,350,29.08022,0,0,0
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,January,4.1,24.26,12.02,6.71082,350,18.119214,0,1.181103,0
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,August,62.96,73.04,67.64,6.71082,350,17.000744,0,0,0
DODGE CITY,KS,37.7608,-99.9683,789.4,August,60.98,80.06,73.58,10.513618,350,27.066974,0,0,0
SPRINGFIELD,MO,37.2353,-93.4003,389.5,January,21.2,50,43.88,12.750558,350,25.053728,0,0,0
SPRINGFIELD,MO,37.2353,-93.4003,389.5,January,13.1,32,22.28,8.500372,350,21.922012,0,0,0
SPRINGFIELD,MO,37.2353,-93.4003,389.5,January,9.14,26.24,21.02,11.408394,350,19.908766,1.4960638,1.181103,0.05118113
SPRINGFIELD,MO,37.2353,-93.4003,389.5,August,68,87.98,76.46,4.250186,350,16.105968,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,January,37.94,50,42.62,5.816044,350,19.908766,0,0,0.18897648
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,January,31.1,35.06,32.54,6.71082,350,23.935258,0.1181103,7.9921303,0.57086645
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,January,-0.76,16.16,8.78,4.026492,350,17.000744,0.7086618,7.9921303,0.01181103
BUFFALO,NY,42.9486,-78.7369,211.2,August,60.08,77,67.1,3.802798,350,21.027236,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,January,17.24,35.96,25.34,1.565858,350,8.052984,0,1.181103,0
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,January,6.26,19.22,13.64,3.35541,350,12.974252,1.4173236,9.842525,0.11023628
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,January,13.1,22.1,17.96,9.395148,350,23.935258,0,9.842525,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,August,62.06,84.92,73.22,2.013246,350,10.961006,0,0,0
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,August,59,82.94,70.16,5.59235,350,23.040482,0,0,0
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,August,53.96,78.08,66.56,4.921268,350,16.105968,0,0,0
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,August,55.94,80.06,69.62,6.263432,350,23.040482,0,0,0.01968505
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,August,41,75.92,57.92,2.908022,350,23.040482,0,0,0
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,August,53.96,78.08,62.6,9.842536,350,23.935258,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,January,0.14,13.1,8.96,8.276678,350,21.922012,1.6141741,0,0.11023628
HURON RGNL AP,SD,44.3981,-98.2231,390.1,August,53.06,71.06,63.32,12.30317,350,29.974996,0,0,0
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,January,10.22,30.2,24.62,19.461378,350,36.014734,0,0,0
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,January,0.14,20.12,9.68,5.816044,350,19.908766,0,1.181103,0
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,August,60.98,87.08,72.86,4.47388,350,40.041226,0,0,0
HILO INTL AP,HI,19.7192,-155.0531,11.6,January,60.08,78.08,69.26,7.381902,350,19.908766,0,0,0
LIHUE WSO AP 1020.1,HI,21.9839,-159.3405,30.5,January,62.06,75.92,67.28,8.052984,350,21.922012,0,0,0
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,August,69.08,82.04,78.26,6.71082,350,29.08022,0,0,1.44094566
LUBBOCK,TX,33.6542,-101.8136,993.3,January,15.26,42.08,33.08,16.329662,350,31.988242,0,0,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,January,31.1,60.08,42.44,5.144962,350,17.000744,0,0,0
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,25.16,55.04,35.78,4.921268,350,19.908766,0,0,0
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,28.22,53.96,39.02,5.144962,350,21.027236,0,0,0
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,August,44.96,82.04,62.06,5.816044,350,36.90951,0,0,0.01181103
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,August,42.08,75.02,57.56,6.71082,350,40.936002,0,0,0
LAS VEGAS MCCARRAN AP,NV,36.0719,-115.1633,649.5,August,84.02,98.06,91.94,6.71082,350,25.053728,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,August,51.98,66.92,59,7.605596,350,31.988242,0,0,0.14960638
PIERRE RGNL AP,SD,44.3814,-100.2856,531,August,57.92,80.06,70.16,11.408394,350,33.106712,0,0,0.01181103
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,January,9.14,27.14,23.9,10.513618,350,25.053728,0,0,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,0.14,13.1,12.38,7.82929,350,23.040482,1.4173236,1.181103,0.05905515
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,January,0.14,17.24,14.54,20.13246,350,42.949248,2.2834658,3.93701,0.05905515
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,January,-10.84,20.12,-0.76,3.131716,350,16.105968,0,5.118113,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,January,5.18,27.14,12.56,11.408394,350,29.08022,0,5.118113,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,August,55.94,78.08,65.84,13.197946,350,36.014734,0,0,0.05905515
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,August,51.08,82.04,67.46,14.54011,350,34.001488,0,0,0.01968505
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,August,69.08,100.94,86.18,6.263432,350,19.908766,0,0,0
WINNEMUCCA MUNI AP,NV,40.9017,-117.8081,1309.4,January,16.16,39.02,26.96,4.250186,350,19.01399,0,1.181103,0
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,August,68,98.06,83.66,5.59235,350,19.908766,0,0,0
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,August,59,91.04,76.82,6.934514,350,21.922012,0,0,0
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,August,53.06,87.08,72.68,8.276678,350,29.08022,0,0,0
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,August,48.92,82.04,63.14,4.697574,350,14.987498,0,0,0
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,August,60.08,82.94,71.78,8.276678,350,21.027236,0,0,0
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,January,-6.88,25.16,6.44,3.579104,350,12.079476,0,12.992133,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,August,57.02,62.96,57.56,4.250186,350,12.974252,0,0,0
EUGENE MAHLON SWEET AP,OR,44.1278,-123.2206,107.6,August,55.94,102.02,78.44,6.487126,350,25.948504,0,0,0
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,August,66.92,109.94,85.46,3.131716,350,19.01399,0,0,0
OLYMPIA AP,WA,46.9733,-122.9033,57.3,August,53.06,87.98,68.36,2.460634,350,12.974252,0,0,0
REDMOND ROBERTS FLD,OR,44.2558,-121.1392,927.5,August,53.96,93.02,74.66,4.921268,350,14.987498,0,0,0
SALEM MCNARY FLD,OR,44.905,-123.0011,62.5,August,55.04,91.04,70.7,3.579104,350,14.987498,0,0,0
SALEM MCNARY FLD,OR,44.905,-123.0011,62.5,August,64.04,93.02,76.64,3.802798,350,12.974252,0,0,0
SALEM MCNARY FLD,OR,44.905,-123.0011,62.5,August,60.08,95,76.28,3.802798,350,16.105968,0,0,0
SEATTLE TACOMA INTL AP,WA,47.4444,-122.3139,112.8,August,69.08,91.04,78.44,9.618842,350,21.027236,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,January,39.02,44.06,41.54,4.697574,350,17.000744,0,0,1.75196945
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,January,21.2,39.92,29.12,1.342164,350,8.94776,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,August,55.04,57.92,56.12,5.816044,350,19.908766,0,0,0.07086618
KING SALMON,AK,58.6794,-156.6294,19.2,January,1.22,12.2,7.52,6.039738,350,18.119214,0,0,0
KING SALMON,AK,58.6794,-156.6294,19.2,January,-0.76,17.24,6.08,2.013246,350,12.079476,0,0,0
KING SALMON,AK,58.6794,-156.6294,19.2,January,13.1,33.98,33.26,5.816044,350,14.987498,0,0,0
COLD BAY AP,AK,55.2208,-162.7325,23.8,August,53.06,62.96,57.02,7.381902,350,21.027236,0,0,0.09842525
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,January,7.16,28.22,15.08,6.71082,350,31.988242,0,0,0
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,August,57.92,69.98,66.38,11.1847,350,33.106712,0,0,0.07086618
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,August,60.08,80.06,70.16,6.487126,350,19.908766,0,0,0
SPRINGFIELD CAPITAL AP,IL,39.8447,-89.6839,181.1,August,64.94,86,75.02,2.684328,350,21.922012,0,0,0
SPRINGFIELD CAPITAL AP,IL,39.8447,-89.6839,181.1,August,60.98,78.08,71.96,4.026492,350,18.119214,0,0,0
TUPELO RGNL AP,MS,34.2622,-88.7714,110,January,15.26,29.12,21.74,12.079476,350,27.96175,0,0,0
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,January,21.2,27.14,25.34,16.105968,350,35.119958,8.1889808,0,0.22047256
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,August,66.02,82.04,71.42,8.500372,350,23.040482,0,0,0
GUAM INTL AP,GU,13.4836,144.7961,77.4,August,78.98,89.96,84.02,3.802798,340,12.079476,0,0,0.09842525
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,January,-21.82,6.26,-4.54,1.789552,340,19.908766,0,9.842525,0
DENVER INTL AP,CO,39.8328,-104.6575,1650.2,January,12.2,48.02,27.14,9.618842,340,25.053728,0,1.968505,0
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,January,30.2,53.96,47.48,13.42164,340,38.922756,0,0,0
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,January,25.16,44.06,33.98,6.263432,340,23.935258,0,0,0
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,January,13.1,25.16,21.92,18.790296,340,38.922756,2.2047256,7.086618,0.20866153
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,January,8.24,22.1,14.54,12.750558,340,36.90951,0,5.905515,0
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,January,26.24,42.98,33.8,7.82929,340,40.936002,0,0,0
ASHEVILLE RGNL AP,NC,35.4319,-82.5375,645.3,August,59,84.92,71.42,3.579104,340,25.948504,0,0,0.07086618
MACON MIDDLE GA RGNL AP,GA,32.6847,-83.6528,104.5,January,46.04,62.06,56.48,8.500372,340,25.948504,0,0,0
PADUCAH,KY,37.0683,-88.7719,119.5,January,23.18,37.04,32.54,8.276678,340,25.053728,0,0,0
SAVANNAH INTL AP,GA,32.13,-81.21,14,January,32,48.92,44.96,13.645334,340,31.093466,0,0,1.12992187
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,August,60.08,80.96,70.16,3.579104,340,14.987498,0,0,0
GREER,SC,34.8831,-82.2203,286.5,January,22.1,32,30.74,11.1847,340,31.988242,1.8897648,3.149608,0.38188997
JACKSON,KY,37.5908,-83.3131,415.7,January,22.1,27.14,25.52,1.789552,340,10.961006,2.2047256,0,0.16141741
JACKSON,KY,37.5908,-83.3131,415.7,January,13.1,22.1,19.04,3.131716,340,14.092722,0.1968505,1.181103,0.01181103
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,January,8.24,21.2,14.54,8.500372,340,23.935258,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,January,42.08,73.94,59,8.724066,340,25.053728,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,January,14.18,39.92,23.36,5.816044,340,14.092722,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,August,68,82.04,72.14,9.842536,340,23.040482,0,0,0.01968505
LAKE CHARLES,LA,30.125,-93.2158,4,January,44.06,53.96,54.32,8.500372,340,23.935258,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,August,75.02,91.94,81.14,2.460634,340,21.922012,0,0,0.40944904
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,January,15.26,42.98,34.88,14.763804,340,29.974996,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,August,55.94,71.96,62.6,6.71082,340,21.922012,0,0,0
DAYTONA BEACH INTL AP,FL,29.1828,-81.0483,9.4,August,77,93.02,84.56,4.697574,340,23.040482,0,0,0
VICTORIA RGNL AP,TX,28.8614,-96.9303,35.1,January,21.2,44.96,30.92,10.961006,340,25.948504,0,0,0
NEW ORLEANS INTL AP,LA,29.9933,-90.2511,1.2,January,48.02,62.06,59.72,9.171454,340,21.922012,0,0,0
PORT ARTHUR SE TX AP,TX,29.9506,-94.0206,4.9,January,46.04,55.94,52.88,9.171454,340,29.974996,0,0,0
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,January,57.02,75.02,69.8,8.052984,340,36.90951,0,0,1.05118167
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,January,23.18,42.98,30.74,11.1847,340,29.08022,0,0,0
BROWNSVILLE,TX,25.9156,-97.4186,7,January,35.96,71.06,57.02,17.000744,340,34.001488,0,0,0
GALVESTON SCHOLES FLD,TX,29.2733,-94.8592,1.5,January,55.94,78.98,66.02,8.94776,340,29.974996,0,0,0.01968505
GALVESTON SCHOLES FLD,TX,29.2733,-94.8592,1.5,January,50,57.92,55.22,11.855782,340,34.001488,0,0,0
GALVESTON SCHOLES FLD,TX,29.2733,-94.8592,1.5,January,30.2,42.98,35.78,17.000744,340,36.90951,0,0,0
CORPUS CHRISTI,TX,27.7839,-97.5108,13.7,January,51.98,84.92,74.48,10.737312,340,29.974996,0,0,0
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,January,21.2,42.98,30.02,9.842536,340,25.948504,0,0,0
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,August,62.96,75.02,66.2,2.460634,340,14.092722,0,0,0.57874047
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,January,22.1,32,30.38,19.461378,340,44.067718,5.3149635,2.0078751,1.03937064
RICHMOND INTL AP,VA,37.505,-77.3203,50,August,64.04,87.98,80.96,7.82929,340,21.922012,0,0,0
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,January,15.26,25.16,20.12,14.316416,340,38.02798,0,0,0
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,August,69.98,80.96,73.94,7.605596,340,19.01399,0,0,0.0393701
HATTIESBURG CHAIN MUNI AP,MS,31.2819,-89.2531,46,January,35.96,57.92,45.68,2.908022,340,21.027236,0,0,0.09055123
HATTIESBURG CHAIN MUNI AP,MS,31.2819,-89.2531,46,August,73.94,93.02,79.34,3.579104,340,16.105968,0,0,0.79921303
MERIDIAN KEY FLD,MS,32.3347,-88.7442,89.6,January,50,71.96,62.78,4.921268,340,16.105968,0,0,0
CHARLESTON YEAGER AP,WV,38.3794,-81.59,277.4,August,57.92,80.06,65.84,1.11847,340,8.94776,0,0,0.01968505
ALMA BACON CO AP,GA,31.5358,-82.5067,58.8,January,25.16,44.06,33.26,5.368656,340,17.000744,0,0,0
ATLANTA HARTSFIELD INTL AP,GA,33.63,-84.4417,307.8,January,37.94,55.04,52.16,12.974252,340,31.988242,0,0,0
BIRMINGHAM AP,AL,33.5656,-86.745,187.5,January,33.08,55.04,49.82,9.618842,340,23.935258,0,0,0
BIRMINGHAM AP,AL,33.5656,-86.745,187.5,January,30.2,51.08,39.74,6.263432,340,19.01399,0,0,0
BRISTOL TRI CITY AP,TN,36.4731,-82.4044,457.2,January,11.12,23.18,19.94,7.158208,340,21.922012,2.4015761,3.149608,0.14960638
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,January,29.12,46.04,41.9,15.211192,340,40.041226,0,0,0.38976399
CHARLOTTE DOUGLAS AP,NC,35.2236,-80.9553,221.9,August,69.08,89.06,77.54,4.250186,340,14.987498,0,0,0
CHATTANOOGA LOVELL AP,TN,35.0311,-85.2014,204.5,January,32,53.96,41.9,4.921268,340,25.948504,0,0,0
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,January,44.06,59,57.02,8.500372,340,29.08022,0,0,0.01968505
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,January,31.1,44.06,40.46,10.737312,340,25.948504,0,0,0
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,August,68,87.98,77.36,4.697574,340,19.908766,0,0,0.14960638
MOBILE,AL,30.6794,-88.2397,63.4,January,39.92,62.06,56.66,9.395148,340,23.040482,0,0,0
NASHVILLE INTL AP,TN,36.1189,-86.6892,182.9,January,24.26,33.08,29.66,8.052984,340,21.922012,0,0,0.01181103
NASHVILLE INTL AP,TN,36.1189,-86.6892,182.9,January,16.16,25.16,22.28,11.632088,340,25.948504,0.393701,0,0.05118113
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,August,77,89.06,84.92,5.816044,340,25.948504,0,0,0.01181103
WACO RGNL AP,TX,31.6189,-97.2283,152.4,January,37.94,66.02,53.06,11.855782,340,27.96175,0,0,0
WACO RGNL AP,TX,31.6189,-97.2283,152.4,January,33.08,44.96,38.66,9.395148,340,25.053728,0,0,0
WACO RGNL AP,TX,31.6189,-97.2283,152.4,January,19.22,31.1,29.3,17.000744,340,31.988242,0,0,0
TULSA INTL AP,OK,36.1994,-95.8872,198.1,January,26.24,50,44.06,14.54011,340,29.08022,0,0,0
TULSA INTL AP,OK,36.1994,-95.8872,198.1,January,19.22,35.06,26.96,9.395148,340,23.040482,0,0,0
HARRISON BOONE CO AP,AR,36.2667,-93.1567,418.8,January,18.14,33.98,25.7,5.368656,340,19.01399,0,0,0
HARRISON BOONE CO AP,AR,36.2667,-93.1567,418.8,August,64.94,89.06,76.1,5.59235,340,25.053728,0,0,0.05905515
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,January,13.1,30.2,25.34,16.105968,340,36.014734,0,0,0
ST LOUIS LAMBERT INTL AP,MO,38.7525,-90.3736,161.8,August,62.06,78.98,73.04,10.289924,340,27.066974,0,0,0
SPRINGFIELD,MO,37.2353,-93.4003,389.5,January,6.26,14.18,11.12,8.052984,340,21.027236,0,1.181103,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,January,16.16,41,35.24,14.316416,340,31.988242,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,January,5.18,17.24,13.64,8.724066,340,25.948504,0.5905515,1.968505,0.0393701
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,January,0.14,17.24,7.7,4.026492,340,16.105968,0,1.968505,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,January,22.1,28.22,25.34,13.869028,340,31.093466,7.0078778,0,0.27952771
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,August,64.94,80.06,70.34,7.381902,340,21.922012,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,January,31.1,37.04,33.98,3.131716,340,10.961006,0,1.181103,0.48031522
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,January,23.18,37.04,30.92,5.368656,340,16.105968,0,0,0
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,August,60.98,80.96,70.34,5.59235,340,17.000744,0,0,0.01181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,August,66.92,86,75.02,5.816044,340,19.908766,0,0,0.07086618
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,August,59,75.92,66.92,4.026492,340,14.987498,0,0,0.05118113
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,August,55.94,78.08,66.92,3.131716,340,21.922012,0,0,0.29133874
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,January,9.14,21.2,15.44,10.289924,340,23.040482,0.1181103,1.968505,0.01181103
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,January,12.2,25.16,20.48,3.802798,340,14.987498,0,0,0
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,January,5.18,20.12,14,4.697574,340,14.092722,0,7.086618,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,August,64.04,84.92,73.76,4.921268,340,19.01399,0,0,0.14960638
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,August,62.96,89.96,74.84,4.026492,340,25.053728,0,0,0
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,August,64.04,87.98,76.1,4.47388,340,35.119958,0,0,2.46063125
CLEVELAND,OH,41.4131,-81.86,232.6,January,23.18,27.14,26.24,8.724066,340,21.027236,2.2834658,3.93701,0.14960638
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,August,51.98,75.92,64.94,4.697574,340,23.040482,0,0,0.01968505
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,August,53.96,77,65.3,2.908022,340,21.027236,0,0,0.05118113
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,August,55.94,75.92,65.84,4.026492,340,16.105968,0,0,0
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,August,57.02,78.08,67.46,5.816044,340,18.119214,0,0,0
GREEN BAY,WI,44.4983,-88.1111,207.9,August,53.06,68,60.44,8.724066,340,27.96175,0,0,0.5905515
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,January,9.14,35.96,34.88,17.000744,340,34.001488,0.1968505,1.968505,0.01968505
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,August,55.04,73.04,60.62,9.618842,340,27.066974,0,0,0.0787402
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,August,57.92,84.02,73.58,10.513618,340,31.988242,0,0,0
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,August,62.06,80.96,72.14,7.158208,340,38.922756,0,0,0.09842525
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,August,50,68,59.72,2.23694,340,23.040482,0,0,0.05905515
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,August,60.98,86,73.58,7.158208,340,25.948504,0,0,0
ABERDEEN,SD,45.4558,-98.4131,396.8,August,59,82.94,70.16,8.724066,340,29.974996,0,0,0
DES MOINES INTL AP,IA,41.5339,-93.6531,291.7,August,53.06,80.06,64.94,8.500372,340,27.96175,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,January,18.14,33.98,32.36,11.408394,340,35.119958,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,January,5.18,21.2,17.96,18.342908,340,38.02798,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,January,0.14,17.24,8.24,6.71082,340,17.000744,0,1.181103,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,January,27.14,59,39.74,12.750558,340,36.90951,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,August,60.08,80.96,70.16,4.47388,340,36.90951,0,0,0.29133874
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,January,7.16,14.18,11.66,8.94776,340,21.922012,2.0078751,0,0.11023628
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,August,66.92,89.96,77,4.697574,340,27.96175,0,0,0
SIOUX FALLS,SD,43.5878,-96.7289,435.9,August,53.96,71.06,65.66,10.737312,340,29.974996,0,0,0
HILO INTL AP,HI,19.7192,-155.0531,11.6,January,62.06,77,69.44,8.276678,340,23.040482,0,0,0
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,January,19.22,64.94,32.18,5.144962,340,23.935258,0,1.181103,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,January,26.24,50,34.88,4.697574,340,16.105968,0,0,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,August,69.08,89.06,76.28,8.94776,340,23.935258,0,0,0.0393701
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,14.18,35.96,31.82,12.526864,340,27.96175,0.5905515,1.181103,0.05905515
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,27.14,60.98,43.34,5.144962,340,25.053728,0,0,0
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,August,48.02,75.02,58.64,6.263432,340,44.962494,0,0,0.42126007
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,January,30.2,42.08,34.52,4.697574,340,14.092722,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,January,39.02,55.94,44.6,4.250186,340,14.987498,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,August,77,100.94,89.06,7.158208,340,21.027236,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,January,24.26,55.04,35.96,5.816044,340,12.974252,0,0,0
LOS ANGELES INTL AP,CA,33.9381,-118.3889,29.6,January,51.08,75.92,63.5,5.816044,340,16.105968,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,August,55.94,87.08,70.34,8.724066,340,31.093466,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,August,53.96,75.92,60.98,10.06623,340,29.974996,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,August,53.96,75.02,63.86,9.618842,340,29.974996,0,0,0.01968505
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,January,12.2,33.98,28.4,9.171454,340,29.974996,0,0,0
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,January,5.18,21.2,14.54,11.1847,340,29.974996,0,0,0
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,January,3.2,11.12,8.42,3.579104,340,12.079476,6.4173263,3.149608,0.22047256
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,January,-18.76,8.24,5.72,8.500372,340,23.040482,0,5.118113,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,January,-2.74,7.16,2.84,10.513618,340,29.08022,0,5.905515,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,January,-10.84,6.26,-1.12,4.47388,340,19.908766,0,5.905515,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,August,51.98,82.04,70.34,11.632088,340,48.988986,0,0,0.14173236
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,January,21.2,27.14,22.46,6.263432,340,17.000744,0,3.93701,0
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,January,-5.8,19.22,3.92,4.026492,340,18.119214,0,7.87402,0.01181103
