Maker,Model,Release_year,Max_resolution,Low_resolution,Effective_megapixels,Zoom_wide(mm),Zoom_tele(mm),Normal_focus_range(mm),Macro_focus_range(mm),Storage_included(GB),Weight(g),Dimensions(mm),Price(dollars)
Canon,Canon EOS-1D,1/1/2001,2464.00,1232.00,4.00,0.00,0.00,0.00,0.00,0.00,1585.00,156.00,4499.00
Canon,Canon PowerShot G2,1/1/2001,2272.00,1600.00,3.00,34.00,102.00,70.00,6.00,32.00,510.00,121.00,499.00
Canon,Canon PowerShot Pro90 IS,1/1/2001,1856.00,1024.00,2.00,37.00,370.00,10.00,10.00,16.00,680.00,127.00,384.00
Canon,Canon PowerShot S110,1/1/2001,1600.00,1024.00,1.00,35.00,70.00,57.00,10.00,8.00,250.00,87.00,199.00
Canon,Canon PowerShot S30,1/1/2001,2048.00,1600.00,3.00,35.00,105.00,80.00,10.00,16.00,323.00,112.00,399.00
Canon,Canon PowerShot S300,1/1/2001,1600.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,270.00,95.00,199.00
Canon,Canon PowerShot S40,1/1/2001,2272.00,1600.00,3.00,35.00,105.00,80.00,10.00,16.00,323.00,112.00,139.00
Casio,Casio GV-10,1/1/2001,1280.00,640.00,1.00,35.00,35.00,60.00,10.00,8.00,320.00,101.00,249.00
Casio,Casio QV-2100,1/1/2001,1600.00,800.00,1.00,41.00,41.00,80.00,20.00,16.00,260.00,108.00,249.00
Casio,Casio QV-2400UX,1/1/2001,1600.00,800.00,1.00,41.00,123.00,10.00,1.00,8.00,245.00,67.00,249.00
Casio,Casio QV-2900UX,1/1/2001,1600.00,800.00,1.00,40.00,320.00,40.00,1.00,8.00,295.00,81.00,249.00
Casio,Casio QV-3500EX,1/1/2001,2048.00,1024.00,3.00,33.00,100.00,30.00,6.00,16.00,360.00,134.00,249.00
Casio,Casio QV-4000,1/1/2001,2240.00,1600.00,3.00,34.00,102.00,30.00,6.00,16.00,420.00,118.00,249.00
Epson,Epson PhotoPC 3100 Zoom,1/1/2001,2048.00,1600.00,3.00,34.00,102.00,50.00,5.00,16.00,360.00,107.00,399.00
Fujifilm,Fujifilm FinePix 50i,1/1/2001,2400.00,1600.00,2.00,36.00,36.00,50.00,6.00,64.00,200.00,85.50,169.00
Fujifilm,Fujifilm FinePix 2300,1/1/2001,1600.00,1280.00,1.00,36.00,36.00,80.00,8.00,8.00,240.00,110.00,169.00
Fujifilm,Fujifilm FinePix 2600 Zoom,1/1/2001,1600.00,1280.00,1.00,38.00,114.00,80.00,10.00,16.00,260.00,99.00,169.00
Fujifilm,Fujifilm FinePix 2800 Zoom,1/1/2001,1600.00,1280.00,1.00,38.00,228.00,80.00,10.00,16.00,360.00,95.00,169.00
Fujifilm,Fujifilm Finepix 30i,1/1/2001,1600.00,1280.00,1.00,38.00,38.00,60.00,8.00,16.00,200.00,85.00,199.00
Fujifilm,Fujifilm FinePix 4800 Zoom,1/1/2001,2400.00,1600.00,2.00,36.00,108.00,60.00,20.00,16.00,280.00,80.00,169.00
Fujifilm,Fujifilm FinePix 6800 Zoom,1/1/2001,2832.00,2048.00,3.00,36.00,108.00,60.00,20.00,16.00,280.00,80.00,169.00
Fujifilm,Fujifilm FinePix 6900 Zoom,1/1/2001,2832.00,2048.00,3.00,35.00,210.00,50.00,10.00,16.00,450.00,110.00,169.00
Fujifilm,Fujifilm FinePix A101,1/1/2001,1280.00,640.00,1.00,36.00,36.00,80.00,8.00,8.00,190.00,99.00,169.00
Fujifilm,Fujifilm FinePix A201,1/1/2001,1600.00,1280.00,1.00,36.00,36.00,80.00,8.00,16.00,190.00,99.00,169.00
HP,HP Photosmart 715,1/1/2001,2048.00,640.00,3.00,34.00,102.00,60.00,20.00,16.00,320.00,127.00,179.00
JVC,JVC GC-QX3HD,1/1/2001,2032.00,1024.00,3.00,37.00,86.00,50.00,2.00,8.00,320.00,111.00,14.00
JVC,JVC GC-QX5HD,1/1/2001,2032.00,1024.00,3.00,37.00,86.00,50.00,2.00,16.00,320.00,111.00,14.00
Kodak,Kodak DCS720x,1/1/2001,1728.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1580.00,194.00,129.00
Kodak,Kodak DCS760,1/1/2001,3032.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1860.00,194.00,129.00
Kodak,Kodak DX3215,1/1/2001,1280.00,0.00,1.00,30.00,60.00,75.00,22.00,8.00,260.00,121.00,129.00
Kodak,Kodak DX3500,1/1/2001,1800.00,900.00,2.00,38.00,38.00,75.00,22.00,8.00,225.00,120.00,129.00
Kodak,Kodak DX3600,1/1/2001,1800.00,900.00,2.00,35.00,70.00,50.00,28.00,8.00,250.00,120.00,129.00
Kodak,Kodak DX3700,1/1/2001,2160.00,0.00,3.00,37.00,37.00,50.00,15.00,8.00,250.00,150.00,129.00
Kodak,Kodak DX3900,1/1/2001,2160.00,1800.00,3.00,35.00,70.00,50.00,7.00,8.00,260.00,116.00,129.00
Kodak,Kodak mc3,1/1/2001,640.00,0.00,0.00,37.00,37.00,70.00,0.00,16.00,198.00,105.00,129.00
Kyocera,Kyocera Finecam S3,1/1/2001,2048.00,1024.00,3.00,38.00,76.00,30.00,6.00,16.00,160.00,30.00,1699.00
Nikon,Nikon Coolpix 5000,1/1/2001,2560.00,1600.00,4.00,28.00,85.00,50.00,2.00,32.00,414.00,102.00,229.00
Nikon,Nikon Coolpix 775,1/1/2001,1600.00,1024.00,1.00,38.00,115.00,30.00,4.00,8.00,230.00,87.00,159.00
Nikon,Nikon Coolpix 885,1/1/2001,2048.00,1024.00,3.00,38.00,114.00,40.00,4.00,16.00,286.00,95.00,159.00
Nikon,Nikon Coolpix 995,1/1/2001,2048.00,1600.00,3.00,38.00,152.00,30.00,2.00,16.00,420.00,138.00,159.00
Nikon,Nikon D1H,1/1/2001,2000.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1200.00,157.00,1599.00
Nikon,Nikon D1X,1/1/2001,3008.00,2000.00,5.00,0.00,0.00,0.00,0.00,0.00,1200.00,157.00,4699.00
Olympus,Olympus C-1,1/1/2001,1280.00,640.00,1.00,35.00,35.00,50.00,10.00,8.00,190.00,110.00,1699.00
Olympus,Olympus D-370,1/1/2001,1280.00,1024.00,1.00,35.00,35.00,60.00,25.00,1.00,190.00,123.00,1699.00
Olympus,Olympus D-150Z,1/1/2001,1280.00,640.00,1.00,38.00,114.00,50.00,20.00,8.00,190.00,110.00,1699.00
Olympus,Olympus C-2,1/1/2001,1600.00,1024.00,1.00,36.00,36.00,50.00,10.00,16.00,220.00,110.00,1699.00
Olympus,Olympus D-510 Zoom,1/1/2001,1600.00,1024.00,1.00,35.00,105.00,80.00,20.00,8.00,250.00,118.00,129.00
Olympus,Olympus C-3020 Zoom,1/1/2001,2048.00,1600.00,3.00,32.00,96.00,80.00,20.00,8.00,380.00,109.00,1699.00
Olympus,Olympus C-4040 Zoom,1/1/2001,2272.00,2048.00,3.00,35.00,105.00,80.00,20.00,16.00,420.00,110.00,129.00
Olympus,Olympus D-40 Zoom,1/1/2001,2272.00,2048.00,3.00,35.00,98.00,80.00,10.00,16.00,270.00,87.00,1699.00
Olympus,Olympus C-700 UZ,1/1/2001,1600.00,1280.00,1.00,38.00,380.00,60.00,10.00,8.00,340.00,108.00,449.00
Olympus,Olympus E-20,1/1/2001,2560.00,1792.00,4.00,35.00,140.00,60.00,20.00,16.00,1190.00,129.00,1699.00
Panasonic,Panasonic Lumix DMC-F7,1/1/2001,1600.00,800.00,1.00,35.00,70.00,50.00,10.00,8.00,200.00,104.00,1499.00
Panasonic,Panasonic Lumix DMC-LC5,1/1/2001,2240.00,1600.00,3.00,33.00,100.00,30.00,6.00,32.00,435.00,128.00,1499.00
Pentax,Pentax EI-100,1/1/2001,1280.00,640.00,1.00,42.00,42.00,60.00,30.00,8.00,240.00,105.00,509.00
Pentax,Pentax Optio 330,1/1/2001,2048.00,1024.00,3.00,37.00,111.00,40.00,14.00,16.00,240.00,92.00,269.00
Pentax,Pentax Optio 430,1/1/2001,2240.00,1120.00,3.00,37.00,111.00,40.00,14.00,16.00,240.00,92.00,269.00
Ricoh,Ricoh RDC-i500,1/1/2001,2048.00,1024.00,3.00,35.00,105.00,24.00,1.00,8.00,320.00,142.00,4999.00
Ricoh,Ricoh Caplio RR1,1/1/2001,2272.00,1120.00,3.00,35.00,105.00,24.00,1.00,8.00,340.00,135.00,99.00
Sanyo,Sanyo DSC-AZ1,1/1/2001,2288.00,1600.00,3.00,35.00,98.00,50.00,10.00,16.00,340.00,106.00,429.00
Sanyo,Sanyo DSC-MZ1,1/1/2001,1600.00,640.00,1.00,35.00,98.00,50.00,10.00,8.00,340.00,106.00,429.00
Sony,Sony Mavica CD200,1/1/2001,1600.00,1024.00,1.00,39.00,117.00,50.00,3.00,8.00,620.00,144.00,1399.00
Sony,Sony Mavica CD300,1/1/2001,2048.00,1600.00,3.00,34.00,102.00,50.00,4.00,8.00,620.00,144.00,1399.00
Sony,Sony DSC-F707,1/1/2001,2560.00,2048.00,4.00,38.00,190.00,50.00,2.00,16.00,667.00,162.00,149.00
Sony,Sony DSC-P20,1/1/2001,1216.00,1024.00,1.00,42.00,42.00,60.00,3.00,4.00,230.00,123.00,399.00
Sony,Sony DSC-P3,1/1/2001,1920.00,1600.00,2.00,36.00,36.00,25.00,10.00,8.00,194.00,113.00,429.00
Sony,Sony DSC-P30,1/1/2001,1280.00,1024.00,1.00,41.00,123.00,50.00,3.00,4.00,250.00,143.00,149.00
Sony,Sony DSC-P5,1/1/2001,2048.00,1600.00,3.00,39.00,117.00,50.00,10.00,8.00,214.00,113.00,429.00
Sony,Sony DSC-P50,1/1/2001,1600.00,1024.00,1.00,41.00,123.00,50.00,3.00,4.00,250.00,143.00,149.00
Sony,Sony DSC-S75,1/1/2001,2048.00,1600.00,3.00,34.00,102.00,50.00,4.00,8.00,444.00,125.00,149.00
Sony,Sony DSC-S85,1/1/2001,2272.00,1600.00,3.00,34.00,102.00,50.00,4.00,16.00,444.00,125.00,149.00
Sony,Sony Mavica FD-75,1/1/2001,640.00,320.00,0.00,40.00,400.00,1.00,1.00,1.00,580.00,138.00,1399.00
Sony,Sony Mavica FD-87,1/1/2001,1280.00,1024.00,1.00,39.00,117.00,25.00,3.00,1.00,630.00,143.00,1399.00
Sony,Sony Mavica FD-92,1/1/2001,1472.00,1280.00,1.00,41.00,328.00,25.00,3.00,1.00,660.00,126.00,1399.00
Sony,Sony Mavica FD-97,1/1/2001,1600.00,1024.00,1.00,39.00,390.00,25.00,2.00,1.00,990.00,126.00,1399.00
Toshiba,Toshiba PDR-M11,1/1/2001,1280.00,640.00,1.00,52.00,52.00,90.00,0.00,8.00,240.00,116.00,62.00
Toshiba,Toshiba PDR-M21,1/1/2001,1600.00,800.00,1.00,39.00,39.00,50.00,0.00,8.00,240.00,116.00,177.00
Toshiba,Toshiba PDR-M25,1/1/2001,1729.00,896.00,2.00,38.00,114.00,40.00,8.00,8.00,320.00,105.00,177.00
Toshiba,Toshiba PDR-M61,1/1/2001,1792.00,896.00,2.00,38.00,114.00,50.00,5.00,8.00,310.00,123.00,62.00
Toshiba,Toshiba PDR-M65,1/1/2001,2048.00,1024.00,3.00,38.00,114.00,10.00,10.00,8.00,320.00,120.00,62.00
Toshiba,Toshiba PDR-M71,1/1/2001,2048.00,1024.00,3.00,35.00,98.00,80.00,10.00,8.00,340.00,107.00,62.00
Toshiba,Toshiba PDR-M81,1/1/2001,2400.00,1200.00,3.00,35.00,98.00,80.00,10.00,16.00,340.00,107.00,62.00
Agfa,Agfa ePhoto CL18,1/1/2000,640.00,0.00,0.00,45.00,45.00,0.00,0.00,2.00,0.00,0.00,179.00
Canon,Canon EOS D30,1/1/2000,2160.00,1440.00,3.00,0.00,0.00,0.00,0.00,16.00,855.00,150.00,549.00
Canon,Canon PowerShot G1,1/1/2000,2048.00,1024.00,3.00,34.00,102.00,70.00,6.00,16.00,490.00,120.00,499.00
Canon,Canon PowerShot S100,1/1/2000,1600.00,640.00,1.00,35.00,70.00,57.00,10.00,8.00,250.00,87.00,199.00
Canon,Canon PowerShot S20,1/1/2000,2048.00,1024.00,3.00,32.00,64.00,66.00,12.00,16.00,320.00,106.00,399.00
Casio,Casio QV-2300UX,1/1/2000,1600.00,800.00,1.00,41.00,123.00,10.00,1.00,8.00,245.00,67.00,249.00
Casio,Casio QV-2800UX,1/1/2000,1600.00,800.00,1.00,40.00,320.00,40.00,1.00,8.00,295.00,81.00,249.00
Casio,Casio QV-3EX,1/1/2000,2048.00,1024.00,3.00,41.00,41.00,50.00,10.00,16.00,245.00,115.00,249.00
Casio,Casio QV-3000EX,1/1/2000,2048.00,1024.00,3.00,33.00,100.00,30.00,6.00,16.00,360.00,134.00,249.00
Contax,Contax N Digital,1/1/2000,3040.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00,549.00
Epson,Epson PhotoPC 3000 Zoom,1/1/2000,2048.00,640.00,3.00,34.00,102.00,50.00,5.00,16.00,360.00,107.00,399.00
Fujifilm,Fujifilm FinePix 40i,1/1/2000,2400.00,1280.00,2.00,36.00,36.00,50.00,6.00,64.00,200.00,85.50,169.00
Fujifilm,Fujifilm FinePix 1300,1/1/2000,1280.00,640.00,1.00,38.00,38.00,80.00,8.00,8.00,240.00,110.00,169.00
Fujifilm,Fujifilm FinePix 2400 Zoom,1/1/2000,1600.00,1280.00,1.00,38.00,114.00,80.00,10.00,8.00,290.00,125.00,169.00
Fujifilm,Fujifilm FinePix 4900 Zoom,1/1/2000,2400.00,1600.00,2.00,35.00,210.00,50.00,10.00,16.00,450.00,110.00,169.00
Fujifilm,Fujifilm MX-1400,1/1/2000,1280.00,640.00,1.00,38.00,114.00,80.00,10.00,4.00,390.00,74.00,169.00
Fujifilm,Fujifilm FinePix 4700 Zoom,1/1/2000,2400.00,1280.00,2.00,36.00,108.00,80.00,20.00,16.00,280.00,78.00,169.00
Fujifilm,Fujifilm FinePix S1 Pro,1/1/2000,3040.00,2340.00,3.00,0.00,0.00,0.00,0.00,16.00,820.00,148.00,1699.00
HP,HP Photosmart C215,1/1/2000,1280.00,640.00,1.00,43.00,43.00,60.00,10.00,4.00,290.00,124.00,179.00
HP,HP Photosmart C315,1/1/2000,1600.00,640.00,1.00,38.00,38.00,30.00,30.00,8.00,280.00,128.00,179.00
HP,HP Photosmart C618,1/1/2000,1600.00,800.00,1.00,34.00,108.00,50.00,10.00,16.00,630.00,144.00,179.00
HP,HP Photosmart C912,1/1/2000,1600.00,800.00,1.00,34.00,108.00,50.00,10.00,16.00,150.00,99.00,179.00
Kodak,Kodak DC3200,1/1/2000,1152.00,576.00,0.00,39.00,39.00,60.00,0.00,2.00,240.00,113.00,129.00
Kodak,Kodak DC3400,1/1/2000,1760.00,896.00,2.00,38.00,76.00,50.00,25.00,20.00,420.00,133.00,129.00
Kodak,Kodak DC3800,1/1/2000,1760.00,896.00,2.00,33.00,33.00,50.00,20.00,0.00,200.00,95.00,129.00
Kodak,Kodak DC4800,1/1/2000,2160.00,1800.00,3.00,28.00,84.00,50.00,20.00,16.00,320.00,120.00,129.00
Kodak,Kodak DC5000,1/1/2000,1760.00,896.00,2.00,30.00,60.00,50.00,20.00,16.00,459.00,140.00,126.00
Kodak,Kodak DCS620x,1/1/2000,1728.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1580.00,194.00,129.00
Kyocera,Kyocera Finecam 3300,1/1/2000,2048.00,1024.00,3.00,38.00,76.00,60.00,10.00,8.00,240.00,38.00,169.00
Leica,Leica Digilux 4.3,1/1/2000,2400.00,1280.00,2.00,36.00,108.00,80.00,20.00,16.00,280.00,78.00,149.00
Leica,Leica Digilux Zoom,1/1/2000,1280.00,640.00,1.00,38.00,114.00,80.00,20.00,8.00,270.00,79.00,249.00
Nikon,Nikon Coolpix 880,1/1/2000,2048.00,1024.00,3.00,38.00,95.00,40.00,4.00,8.00,320.00,99.50,229.00
Nikon,Nikon Coolpix 990,1/1/2000,2048.00,1024.00,3.00,38.00,115.00,30.00,2.00,16.00,450.00,143.00,229.00
Olympus,Olympus C-2040 Zoom,1/1/2000,1600.00,1024.00,1.00,40.00,120.00,80.00,20.00,8.00,380.00,108.00,129.00
Olympus,Olympus C-2100 UZ,1/1/2000,1600.00,1280.00,1.00,38.00,380.00,60.00,10.00,8.00,540.00,113.00,129.00
Olympus,Olympus C-3000 Zoom,1/1/2000,2048.00,1600.00,3.00,32.00,96.00,80.00,20.00,8.00,380.00,109.00,1699.00
Olympus,Olympus C-3030 Zoom,1/1/2000,2048.00,1600.00,3.00,32.00,96.00,80.00,20.00,16.00,380.00,109.00,1699.00
Olympus,Olympus C-3040 Zoom,1/1/2000,2048.00,1600.00,3.00,35.00,105.00,80.00,20.00,16.00,420.00,109.00,1699.00
Olympus,Olympus D-360L,1/1/2000,1280.00,640.00,1.00,36.00,36.00,50.00,10.00,8.00,280.00,128.00,1699.00
Olympus,Olympus D-460 Zoom,1/1/2000,1280.00,640.00,1.00,35.00,105.00,80.00,20.00,8.00,320.00,127.00,449.00
Olympus,Olympus D-490 Zoom,1/1/2000,1600.00,640.00,1.00,35.00,105.00,80.00,20.00,8.00,320.00,127.00,129.00
Olympus,Olympus E-10,1/1/2000,2240.00,1600.00,3.00,35.00,140.00,60.00,20.00,0.00,1190.00,129.00,1699.00
Olympus,Olympus E-100 RS,1/1/2000,1368.00,1280.00,1.00,38.00,380.00,60.00,10.00,16.00,603.00,108.00,129.00
Pentax,Pentax EI-200,1/1/2000,1600.00,800.00,1.00,34.00,108.00,50.00,10.00,16.00,390.00,128.00,509.00
Pentax,Pentax EI-2000,1/1/2000,1600.00,800.00,1.00,34.00,108.00,50.00,10.00,16.00,630.00,144.00,509.00
Ricoh,Ricoh RDC-200G,1/1/2000,1792.00,1280.00,2.00,38.00,114.00,4.00,4.00,8.00,500.00,144.00,399.00
Ricoh,Ricoh RDC-6000,1/1/2000,1600.00,800.00,1.00,40.00,40.00,30.00,13.00,8.00,300.00,110.00,149.00
Ricoh,Ricoh RDC-7,1/1/2000,2048.00,1024.00,3.00,35.00,105.00,24.00,1.00,8.00,320.00,135.00,1699.00
Ricoh,Ricoh RDC-i700,1/1/2000,2048.00,1024.00,3.00,35.00,105.00,24.00,1.00,8.00,450.00,157.00,149.00
Sony,Sony Mavica CD1000,1/1/2000,1600.00,1600.00,1.00,37.00,370.00,80.00,3.00,8.00,980.00,125.00,1399.00
Sony,Sony DSC-F505V,1/1/2000,1856.00,1600.00,2.00,38.00,190.00,50.00,2.00,8.00,482.00,107.00,149.00
Sony,Sony DSC-F55V,1/1/2000,1856.00,1600.00,2.00,37.00,37.00,25.00,10.00,8.00,280.00,103.00,429.00
Sony,Sony DSC-P1,1/1/2000,2048.00,1600.00,3.00,39.00,117.00,50.00,10.00,8.00,250.00,114.00,429.00
Sony,Sony DSC-S30,1/1/2000,1280.00,640.00,1.00,39.00,117.00,25.00,3.00,4.00,370.00,113.00,149.00
Sony,Sony DSC-S50,1/1/2000,1600.00,1280.00,1.00,39.00,117.00,25.00,3.00,4.00,370.00,113.00,149.00
Sony,Sony DSC-S70,1/1/2000,2048.00,1600.00,3.00,34.00,102.00,25.00,4.00,8.00,420.00,117.00,149.00
Sony,Sony Mavica FD-85,1/1/2000,1280.00,1280.00,1.00,37.00,111.00,1.00,1.00,1.00,0.00,0.00,1399.00
Sony,Sony Mavica FD-90,1/1/2000,1280.00,1280.00,1.00,34.00,270.00,4.00,4.00,1.00,0.00,0.00,1399.00
Sony,Sony Mavica FD-95,1/1/2000,1600.00,1600.00,1.00,37.00,370.00,80.00,3.00,1.00,900.00,0.00,1399.00
Toshiba,Toshiba PDR-M60,1/1/2000,1792.00,896.00,2.00,38.00,86.00,50.00,5.00,4.00,320.00,121.00,449.00
Toshiba,Toshiba PDR-M70,1/1/2000,2048.00,1024.00,3.00,35.00,105.00,80.00,9.00,16.00,390.00,116.00,62.00
Agfa,Agfa ePhoto CL30,1/1/1999,1152.00,640.00,0.00,35.00,35.00,0.00,0.00,4.00,0.00,0.00,269.00
Agfa,Agfa ePhoto CL30 Clik!,1/1/1999,1152.00,640.00,0.00,43.00,43.00,50.00,0.00,40.00,300.00,128.00,1299.00
Agfa,Agfa ePhoto CL50,1/1/1999,1280.00,640.00,1.00,34.00,102.00,0.00,0.00,8.00,0.00,0.00,179.00
Canon,Canon PowerShot A50,1/1/1999,1280.00,640.00,1.00,28.00,70.00,50.00,17.00,8.00,290.00,103.00,149.00
Canon,Canon PowerShot A5 Zoom,1/1/1999,1024.00,512.00,0.00,28.00,70.00,50.00,17.00,8.00,290.00,103.00,149.00
Canon,Canon PowerShot S10,1/1/1999,1600.00,1280.00,1.00,35.00,70.00,46.00,12.00,8.00,320.00,106.00,399.00
Casio,Casio QV-2000UX,1/1/1999,1600.00,800.00,1.00,36.00,108.00,50.00,20.00,8.00,320.00,130.00,249.00
Casio,Casio QV-5500SX,1/1/1999,1280.00,640.00,1.00,36.00,36.00,30.00,10.00,8.00,320.00,131.00,249.00
Casio,Casio QV-8000SX,1/1/1999,1280.00,640.00,1.00,40.00,320.00,40.00,1.00,8.00,320.00,141.00,249.00
Epson,Epson PhotoPC 800,1/1/1999,1600.00,640.00,1.00,38.00,38.00,50.00,15.00,8.00,280.00,113.00,229.00
Epson,Epson PhotoPC 850 Zoom,1/1/1999,1600.00,640.00,1.00,35.00,105.00,0.00,0.00,0.00,0.00,0.00,229.00
Epson,Epson PhotoPC 650,1/1/1999,1152.00,640.00,0.00,39.00,39.00,60.00,15.00,8.00,400.00,135.00,229.00
Fujifilm,Fujifilm DS-260HD,1/1/1999,1280.00,640.00,1.00,35.00,105.00,90.00,25.00,4.00,700.00,100.00,169.00
Fujifilm,Fujifilm MX-1200,1/1/1999,1280.00,640.00,1.00,38.00,38.00,70.00,10.00,4.00,240.00,110.00,169.00
Fujifilm,Fujifilm MX-1500,1/1/1999,1280.00,640.00,1.00,38.00,38.00,50.00,10.00,4.00,250.00,104.00,169.00
Fujifilm,Fujifilm MX-1700,1/1/1999,1280.00,640.00,1.00,38.00,114.00,80.00,20.00,8.00,270.00,79.00,169.00
Fujifilm,Fujifilm MX-2700,1/1/1999,1800.00,1280.00,2.00,35.00,35.00,50.00,9.00,4.00,260.00,80.00,169.00
Fujifilm,Fujifilm MX-2900 Zoom,1/1/1999,1800.00,1280.00,2.00,35.00,105.00,90.00,25.00,8.00,385.00,130.00,179.00
Fujifilm,Fujifilm MX-600 Zoom,1/1/1999,1280.00,640.00,1.00,38.00,115.00,90.00,25.00,4.00,0.00,122.00,179.00
HP,HP Photosmart C200,1/1/1999,1152.00,640.00,1.00,35.00,35.00,60.00,20.00,8.00,300.00,126.00,179.00
HP,HP Photosmart C500,1/1/1999,1600.00,640.00,1.00,38.00,115.00,0.00,0.00,16.00,410.00,153.00,179.00
Kodak,Kodak DC200 plus,1/1/1999,1152.00,640.00,0.00,39.00,39.00,70.00,0.00,4.00,400.00,131.00,129.00
Kodak,Kodak DC215,1/1/1999,1152.00,640.00,0.00,29.00,58.00,50.00,20.00,4.00,320.00,115.00,129.00
Kodak,Kodak DC240,1/1/1999,1280.00,640.00,1.00,39.00,117.00,50.00,25.00,8.00,420.00,133.00,129.00
Kodak,Kodak DC265,1/1/1999,1536.00,768.00,1.00,38.00,115.00,30.00,0.00,16.00,550.00,118.00,129.00
Kodak,Kodak DC280,1/1/1999,1760.00,896.00,2.00,30.00,60.00,50.00,25.00,20.00,420.00,133.00,129.00
Kodak,Kodak DC290,1/1/1999,1792.00,1440.00,2.00,38.00,115.00,30.00,0.00,20.00,550.00,118.00,129.00
Kodak,Kodak DCS330,1/1/1999,2008.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,137.00,126.00
Kodak,Kodak DCS620,1/1/1999,1728.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1580.00,194.00,129.00
Kodak,Kodak DCS660,1/1/1999,3040.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1580.00,194.00,129.00
Nikon,Nikon Coolpix 700,1/1/1999,1600.00,640.00,1.00,35.00,35.00,30.00,9.00,8.00,340.00,114.00,229.00
Nikon,Nikon Coolpix 800,1/1/1999,1600.00,640.00,1.00,38.00,76.00,30.00,7.00,8.00,360.00,119.00,229.00
Nikon,Nikon Coolpix 950,1/1/1999,1600.00,1024.00,1.00,38.00,115.00,30.00,2.00,8.00,480.00,143.00,229.00
Nikon,Nikon D1,1/1/1999,2000.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1200.00,157.00,1599.00
Olympus,Olympus C-2000 Zoom,1/1/1999,1600.00,1024.00,1.00,35.00,105.00,80.00,20.00,8.00,380.00,108.00,129.00
Olympus,Olympus C-2020 Zoom,1/1/1999,1600.00,1024.00,1.00,35.00,105.00,80.00,20.00,8.00,380.00,108.00,129.00
Olympus,Olympus C-21,1/1/1999,1600.00,1024.00,1.00,38.00,38.00,60.00,15.00,8.00,190.00,107.00,1699.00
Olympus,Olympus C-2500 L,1/1/1999,1712.00,1280.00,2.00,36.00,110.00,80.00,2.00,32.00,530.00,109.00,129.00
Olympus,Olympus D-340R,1/1/1999,1280.00,640.00,1.00,36.00,36.00,70.00,10.00,8.00,320.00,128.00,1699.00
Olympus,Olympus D-450 Zoom,1/1/1999,1280.00,640.00,1.00,35.00,105.00,80.00,20.00,8.00,320.00,127.00,129.00
Ricoh,Ricoh RDC-5000,1/1/1999,1792.00,896.00,2.00,38.00,86.00,40.00,4.00,8.00,340.00,131.00,149.00
Ricoh,Ricoh RDC-5300,1/1/1999,1792.00,896.00,2.00,38.00,114.00,40.00,4.00,8.00,380.00,131.00,177.00
Sanyo,Sanyo VPC-X350,1/1/1999,1024.00,640.00,0.00,38.00,38.00,60.00,10.00,4.00,260.00,105.00,149.00
Sanyo,Sanyo VPC-Z400,1/1/1999,1280.00,640.00,1.00,34.00,102.00,80.00,20.00,4.00,350.00,128.00,149.00
Sony,Sony DSC-D770,1/1/1999,1344.00,640.00,1.00,28.00,140.00,20.00,0.00,8.00,900.00,130.00,149.00
Sony,Sony DSC-F505,1/1/1999,1600.00,1024.00,1.00,38.00,190.00,80.00,8.00,4.00,475.00,107.00,149.00
Sony,Sony DSC-F55,1/1/1999,1600.00,640.00,1.00,37.00,37.00,50.00,10.00,4.00,300.00,103.00,429.00
Sony,Sony Mavica FD-73,1/1/1999,640.00,320.00,0.00,40.00,400.00,1.00,1.00,1.00,500.00,138.00,1399.00
Sony,Sony Mavica FD-83,1/1/1999,1024.00,640.00,0.00,37.00,111.00,1.00,1.00,1.00,580.00,142.00,1399.00
Sony,Sony Mavica FD-88,1/1/1999,1280.00,1024.00,1.00,34.00,270.00,4.00,4.00,1.00,600.00,142.00,1399.00
Toshiba,Toshiba PDR-M3,1/1/1999,1280.00,640.00,1.00,38.00,115.00,90.00,25.00,4.00,380.00,122.00,62.00
Toshiba,Toshiba PDR-M4,1/1/1999,1600.00,800.00,1.00,40.00,40.00,50.00,10.00,8.00,290.00,112.00,62.00
Toshiba,Toshiba PDR-M5,1/1/1999,1600.00,800.00,1.00,40.00,120.00,90.00,25.00,8.00,350.00,130.00,62.00
Agfa,Agfa ePhoto 1680,1/1/1998,1280.00,640.00,1.00,38.00,114.00,50.00,0.00,4.00,420.00,158.00,179.00
Canon,Canon PowerShot A5,1/1/1998,1024.00,512.00,0.00,35.00,35.00,50.00,9.00,8.00,240.00,105.00,149.00
Canon,Canon PowerShot Pro70,1/1/1998,1536.00,768.00,1.00,28.00,70.00,32.00,12.00,8.00,800.00,148.00,199.00
Casio,Casio QV-5000SX,1/1/1998,1280.00,640.00,1.00,35.00,35.00,30.00,10.00,8.00,320.00,147.00,249.00
